content,score,sentiment,predicted_sentiment,appVersion
"Раньше были длнатной помойкой, щас исправились. молодцы",5,Positive,Negative,9.1.42.2058
p2w banget anzing,1,Negative,Positive,9.1.42.2058
Many ads.. But still 👌,4,Positive,Negative,9.1.42.2058
damnn guddd 💗,5,Positive,Negative,
"It's a no-brainer like honestly. wait what kind of bulldookie do you use if not Spotify? Your...probably single...aren't you. Just kidding, but if you want some traction in the ol relationship dept. Spotify",5,Positive,Negative,9.1.42.2058
I want that play one song in the loop option backkkkk😭 pls.... @spotify,4,Positive,Negative,9.1.42.2058
"I wish they had an option to repeat one song, or add it to the queue multiple at a time.",4,Positive,Negative,9.1.42.2058
I just wish they would up there game and get this alleged CD quality sorted Update: I've waited long enough and have cancelled premium Jan 2025.,5,Positive,Negative,9.1.42.2058
apple music sucks,5,Positive,Negative,9.1.42.2058
ads vintuntea madhayalo songs vostunnai,5,Positive,Negative,9.1.42.2058
You app isn't that Best in world 🌎,5,Positive,Negative,9.1.42.2058
please let us unshuffle our stuff,4,Positive,Negative,9.1.42.2058
"la opción aleatorio falla mucho, elimino canciones y vuelven a aparecer o le doy a reorganizar y queda igual",4,Positive,Negative,9.1.40.1486
to many ads any,4,Positive,Negative,9.1.42.2058
Great 👍,1,Negative,Positive,9.1.42.2058
too elongated ads,4,Positive,Negative,9.1.40.1486
I won't listen to any other music app. SPOTIFY is the way.,5,Positive,Negative,9.1.42.2058
It doesn't work On my watch,4,Positive,Negative,8.9.6.458
".wena owner ya Spotify e mnate mnate app yahao marr ontenela go kgetholla manh , goleng ke batlana le Dyj Rossi😭😭😭",5,Positive,Negative,9.1.36.1948
it's peak until you have to buy one month for free I think after that one month you have to buy it with money tho,5,Positive,Negative,9.1.42.2058
keren spotify jaya terus,5,Positive,Negative,
بس متى تصير كل الاغاني مترجمة؟,4,Positive,Negative,9.1.42.2058
bro I wish I this app was actually decent,1,Negative,Positive,9.1.42.2058
Nice but girl I just cancelled my premium and it said I'm gonna have ads every 15 minutes.. BUT IT'S EVERY SONG I KEEP GETTING ADS EVERY SONG.. that sucks actually I have to pay again....,5,Positive,Negative,9.1.40.1486
songs player not working,5,Positive,Negative,
I discovered I can't see the views of a song except it's on the artist's top 10 songs list.I would also love to see all the songs of an artist instead of just the top 10. I can't locate songs through albums.,4,Positive,Negative,
Good general audio player. Podcast library is poor and difficult to use. Playback controls are very basic. bugs and issues with keeping offline content on external SD cards.,4,Positive,Negative,9.1.42.2058
really like auto shuffle it introduces me to alot of new songs,5,Positive,Negative,9.1.42.2058
I like to hear the song in Spotify when it come so many air in only share to buy premium and I don't have any money to buy that's why it is good but you have to make again and again account hashtag 💀🌆🎊🖥️💽📱🇮🇳,4,Positive,Negative,9.1.42.2058
"App used to crash,freeze,take forever to load,say I am offline even when I am connected to the WiFi, sometimes play the next song 8 seconds after I pressed the button to skip a song.Developer helped me with this so it has gotten back to optimum performance.",4,Positive,Negative,9.1.42.2058
I love your song,1,Negative,Positive,9.1.42.2058
"Thank you for recommending a clean uninstall. I tried what Support wrote and I can play songs from my phone now. I hope there won't be any problem anymore—what caused it, though?",5,Positive,Negative,
kayaknya seru kalo bisa pajang 3-4 lagu di profile kita kayak di Letterboxd,5,Positive,Negative,9.1.34.2060
simple,1,Negative,Positive,9.1.42.2058
تطبيق رهيب جداً مشكلته مدفوع . وما يفر ترجمه لل اغاني اجنبيه,4,Positive,Negative,
lots of ads,4,Positive,Negative,9.1.42.2058
first time Yes,5,Positive,Negative,9.1.42.2058
Could've atleast added lossless music option,5,Positive,Negative,8.9.80.581
some room for improvement. the list management are very bad for long list you can not put a son at top or bottom or sort by artist or date or drag many items,4,Positive,Negative,9.1.42.2058
Does it even need any rating 😍?,5,Positive,Negative,9.1.42.2058
well no doubt for saying that world no one absolutely fine app butt the problem is same off course they need us to buy premium and sometimes they force to do that and as a person that shows kindness I think lots of people can't afford so stop forcing us.,4,Positive,Negative,9.1.42.2058
"This app has been a 5 star app for the vast majority of the time I've had it. However, this newest update is complete trash. I'm lucky if I can get a song or two to play. Also, why would you resort all of the playlists?!? I have over 40 and now I have to fix how they're all sorted once again. Someone messed this update up big time. Very displeased.",5,Positive,Negative,9.1.42.2058
Payment 🙄? Really,5,Positive,Negative,9.1.42.2058
not bad but worst part is the constant ads,4,Positive,Negative,9.1.40.1486
"🤌 When I clear the cache to fix problems, my queue is deleted. Can you fix that? Also, it removed some of my downloaded music files from my Liked Songs for NO REASON. And when I open up various apps(Camera is the most frequent), my song that's playing stops, so I have to unlock my phone and resume the song. And following the destruction of my MacBook Pro, one particular downloaded audio file(which played before) won't play. If I add music videos, it replaces where they were in my Liked Songs...",5,Positive,Negative,9.1.42.2058
",😝😝😝😝😝 this app not working",5,Positive,Negative,
Great than YouTube music but the problem is forcing people to pay for premium,5,Positive,Negative,9.1.40.1486
very good app I have listened 5 songs and 10 adds I rather to listen songs on YouTube,2,Negative,Positive,9.1.42.2058
"ko dah miskin ke spotify,sekali dengar lagu kemain iklan sampai 4",4,Positive,Negative,9.1.36.1948
I always used Youtube till I discovered Spotify. I don't know why it took me this long to download this App.,5,Positive,Negative,9.1.36.1948
Premium is getting outta hand!,5,Positive,Negative,9.1.40.1486
there is so many useless ADS..,4,Positive,Negative,9.1.42.2058
nice app,1,Negative,Positive,
before 6 months the app used have ads between 30 minutes duration but now it's having 4 ads for evey two songs I also used to have premium before but for some of the reasons I cancelled and i got frustated with that and I deleted the app,5,Positive,Negative,
Een eritante melodie gaat dwars door mijn lievelingsliedje heen😢😢😢😢😢😭😭😭😭😭😭😭😾😾😾😾👎💀💀💀💀💀👹👹👹👹👹👹👹,5,Positive,Negative,9.1.42.2058
"It has all the songs I like but the user interface has gotten worse over the years. This filter system is probably meant for another workflow than what I have. Also they moved the ""Add to queue"" button further down the list when you right click. Apparently people listen to new songs all the time that they want to add to playlists right away rather than just queue songs they want to hear next",4,Positive,Negative,9.1.42.2058
Best,1,Negative,Positive,
ye free hota to aur aacha hota kyuki bina premium ke bahut ads aata hai,2,Negative,Positive,
IKLAN MULU KIMAXK,4,Positive,Negative,9.1.40.1486
Double ads,4,Positive,Negative,9.1.2.1253
"You play one song, Spotify knows what to play next",5,Positive,Negative,9.1.42.2058
bring back 30min of commercial free after accepting to listen to a series of back to back advertisements! please and thank you 😊,4,Positive,Negative,9.1.42.2058
😁 bring back skins I'd love a full screen wallpaper of a classic Walkman with the tape moving and song and artist,5,Positive,Negative,9.1.40.1486
love,2,Negative,Positive,
It doesn't let you change your account and shows you songs you don't like,4,Positive,Negative,9.1.40.1486
"I mostly listen to podcasts and need the option to block certain ones, so while on auto play I don't continuously have to shut down podcasts I dislike. I'd also like to clear out my recents so a new carousel of shows play when on auto play.",4,Positive,Negative,9.1.42.2058
If Spotify would add official videos I'd drop youtube in a heartbeat,4,Positive,Negative,9.1.42.2058
"It's a good app for those who pay; the free version has ads every two songs, and in podcasts, ads appear almost every three minutes.",4,Positive,Negative,9.1.40.1486
"I had to keep Undownload and download this app. okay so I have a mode where when I open a specific app it will play Spotify, but today it didn't play spotify, so I checked and it's just like last time, it didn't loadddd its stuck in a black screen, trust me I've waited more than 10 min and it still didn't open, why? pls tell me. if it's a bug pls fix it.",4,Positive,Negative,9.1.42.2058
doesn't sometimes play the actual music you're looking for,4,Positive,Negative,9.1.40.1486
"Well I got a new phone and now Spotify doesn't recognize me, that's cool there's more music apps I can get,",1,Negative,Positive,9.1.42.2058
Always loved spotify had it for years and years just cracked over 3000 liked songs. The shuffle is a bit frustrating its seems to replay the same 50 or so songs all the time unless i change playlists then go back to the one i was listening too.,4,Positive,Negative,9.1.40.1486
Peaking on this app right now making playlists left and right,5,Positive,Negative,9.1.40.1486
"mid shuffle - overall noticed a fair number of changes recently, the smart shuffle when adding songs was a little janky- new UI looks and functions well.",4,Positive,Negative,9.1.42.2058
"where did the ""add to queue"" feature go ???? Helps to log out / log back in the application",5,Positive,Negative,9.1.40.1486
but atleast give chance to play song of our favourite one you guys asking premium for this that's not fair man,5,Positive,Negative,9.1.32.2083
"For about a month or so now, I get through about 5 songs in a row and the app just stops responding at the end of the 5th track. I have to do a 'Force Stop' to get going again. I am jot alone, looking at comments across the Internet. Not good enough. I pay for Premium, so get this sorted.",5,Positive,Negative,9.1.42.2058
pro song,5,Positive,Negative,
asking me to do review again and again that's why it came down from 5 to 4 star at least know who has already rated,4,Positive,Negative,9.1.42.2058
i have no words for this app ♥️,5,Positive,Negative,9.1.40.1486
very useful app help to remove stress tension depression,2,Negative,Positive,9.1.40.1486
Nice,1,Negative,Positive,
"Damn,this is the best music stream app for all time.This is because the subscription price is still relatively cheap and free users are still given almost the same opportunities as premium users. I myself did not buy Spotify premium but I am very satisfied with this app besides using like YouTube music.",5,Positive,Negative,9.1.42.2058
my older phone sold after factory reset in the new phone it is not downloading Saying that you are out of offline device what to do,5,Positive,Negative,9.1.42.2058
🥀,1,Negative,Positive,
stop showing add,5,Positive,Negative,9.1.40.1486
Very much disappointing nowadays....after new updates,5,Positive,Negative,9.1.40.1486
just first try at installing I'm a bit slow some days c can't post,5,Positive,Negative,9.1.42.2058
ads come in at inconvenient times,4,Positive,Negative,9.1.40.1486
Spotify keeps creating new ways for me to enjoy my 🎵🎵🎶🎶🎶 music. by,5,Positive,Negative,9.1.40.1486
"it's Spotify, it's well known and liked, I just wish the app didn't undownload the songs I set to be downloaded all the time!!",2,Negative,Positive,9.1.42.2058
"Fantastic advertising app. The issue is, every 3-6 ads an actual song might possibly play, might be a glitch. I want more ads. Just nothing but ads. If I wanted to actually listen to songs I would just use YouTube lol. Keep up the great work Spotify!",5,Positive,Negative,9.1.40.1486
enjoy with spotify,1,Negative,Positive,9.1.42.2058
"It just keeps loading and loading, taking minutes to load each page. Difficult playing music. Is there a lite version?",5,Positive,Negative,9.1.42.2058
good music but in the past year I have heard more ads than songs please change this,2,Negative,Positive,9.1.40.1486
very bad i explain one song play and next song is no mach the vibe with my playlist and my playlist is no mach,4,Positive,Negative,9.1.30.1993
it is very good but it is not useful it is not make videos for downloads,1,Negative,Positive,9.1.40.1486
it's not working in offline with liked songs please improve this one otherwise it's good 👍,5,Positive,Negative,9.1.24.1739
to many features are only for premium,4,Positive,Negative,9.1.40.1486
👎👎👎,1,Negative,Positive,9.1.40.1486
too many ads but it's ok,2,Negative,Positive,9.1.40.1486
good app but needs repo the genetic opera album back,2,Negative,Positive,9.1.40.1486
this app is 💩💩,1,Negative,Positive,9.1.40.1486
should be every 3 months to renew Spotify subscription :),5,Positive,Negative,9.1.40.1486
kinnam but download akkan paisa venam,5,Positive,Negative,9.1.40.1486
The premium cast is more than expected.,5,Positive,Negative,9.1.40.1486
𝘐𝘷𝘦 𝘯𝘦𝘷𝘦𝘳 𝘭𝘪𝘴𝘵𝘦𝘕𝘦𝘥 𝘵𝘰 𝘴𝘰𝘮𝘦 𝘢𝘳𝘵𝘪𝘴𝘵𝘴 𝘢𝘯𝘥 𝘪𝘵 𝘪𝘴 𝘴𝘢𝘺 𝘐 𝘥𝘪𝘥 𝘣𝘶𝘵 𝘰𝘷𝘦𝘳 𝘢𝘭𝘭 𝘐 𝘵𝘩𝘪𝘯𝘬 𝘐'𝘮 𝘪𝘯 𝘭𝘰𝘷𝘦 𝘸𝘪𝘵𝘩 𝘵𝘩𝘪𝘴 𝘢𝘱𝘱 𝘐 𝘭𝘪𝘴𝘵𝘦𝘯 𝘵𝘰 𝘪𝘵 24 7 𝘴𝘰 𝘵𝘳𝘺 𝘪𝘧 𝘪𝘵'𝘴 𝘢𝘮𝘢𝘻𝘪𝘯𝘨.,5,Positive,Negative,9.1.40.1486
So far it's been great. Give me time to explore.,1,Negative,Positive,9.1.40.1486
"Edit, this app is terrible.. where is the HiFi that was promised yesrs ago??",5,Positive,Negative,9.1.40.1486
I'm so much love this app cause it really good passi other app,1,Negative,Positive,9.1.40.1486
add get progressive worse,4,Positive,Negative,9.1.34.2060
Not Bad,1,Negative,Positive,9.1.40.1486
when I search song then l can't find song,1,Negative,Positive,9.1.40.1486
this app is very pees full,5,Positive,Negative,
zabardast....,5,Positive,Negative,9.1.40.1486
please fix the issue with not being able to control the volume when casting to Google home devices!,5,Positive,Negative,9.1.40.1486
good,1,Negative,Positive,9.1.4.1171
"usually a great app but the search no longer works for me, have uninstalled and reinstalled, cleared cache etc. any artist gets ""couldnt find xyz"" edit: seems my phone had an OS upgrade which failed so once that was resolved the features in the app worked.",5,Positive,Negative,9.1.40.1486
bad,5,Positive,Negative,9.1.40.1486
Hi I can't listen my playlist. App showing something went wrong and check network please resolve,4,Positive,Negative,9.1.40.1486
🤢,1,Negative,Positive,9.1.40.1486
"its good, please fix the app,I cannot rewind and choose where I want to have my music played. I cant move the play circle to the location of desired play, I dont know how to explain, but on YouTube I can do this, I used ti be able to do this, but now I cant. please fix this asap and I will rate 5 stars. I want to be able to fast forward or rewind by dragging the bar/circle play area thing like i can with YouTube and YouTube music.",4,Positive,Negative,9.1.40.1486
good,1,Negative,Positive,
very good,1,Negative,Positive,9.1.36.1948
Owwwwwsome,5,Positive,Negative,9.1.40.1486
"The app keeps trying to play unavailable songs, if a new update where unavailable songs will automatically get removed from liked songs, it will be very much appreciated.",4,Positive,Negative,9.1.40.1486
it's not letting me change my covers for my playlists no matter what I do,5,Positive,Negative,9.1.40.1486
good music 🎶,1,Negative,Positive,9.1.40.1486
better,5,Positive,Negative,9.1.20.1452
The basic expectation from a music app would be able to play the music of my choice! even dvd/ CD players allowed that but Spotify doesn't anymore without subscription.,1,Negative,Positive,9.1.40.1486
The ads are too much annoying. They mustn't be this much greedy to make us buy the premium this forcefully.,4,Positive,Negative,9.1.40.1486
songs I like are not on hear for example uranium rock from fallout 4.,4,Positive,Negative,9.1.40.1486
علشان بيكون احيلنا ما بقدر اختار اغانيا علي راحتي وكتر الاعلانات,4,Positive,Negative,9.1.40.1486
"Love spotify, but it's getting really expensive. Might have to go elsewhere.",2,Negative,Positive,9.1.40.1486
Add should be placed in the middle of the song.. maximum 3 adds per 5 minute song ..you play add before the song start that's not fair ..so 4 stars 🤩,4,Positive,Negative,9.1.36.1948
i love it. It has my fav songs,1,Negative,Positive,
sometimes the app loses it's memory and doesn't play the selected Playlist. it gets stuck on the last Playlist and the only way to fix it is to uninstall and reinstall,4,Positive,Negative,9.1.40.1486
I'm confused because I installed Spotify for listening songs but this app is for only ads. And if you don't mind why are you begging for money by take premium from Spotify users.,5,Positive,Negative,9.1.40.1486
to much ads 😑,4,Positive,Negative,9.1.36.1948
no free downloading option,4,Positive,Negative,9.1.40.1486
add is unlimited due tho which I get irritated,1,Negative,Positive,9.1.40.1486
🤮not verth song app in the world,1,Negative,Positive,9.1.36.1948
it's really Good👍,1,Negative,Positive,9.1.40.1486
annoying adds,4,Positive,Negative,9.1.40.1486
Their support doesn't try to solve issues but just dodge questions and lies.,1,Negative,Positive,9.0.74.1121
yeah I feel like it's so good When I start to listening songs in the beginning it feels like wow!! like other aap It doesn't turn off when Open another apps!! so yeah for me it's so fabulous and adorable 😍,1,Negative,Positive,9.1.40.1486
to download music,1,Negative,Positive,
too many ads,5,Positive,Negative,9.1.40.1486
sab chig accha hai magar bohot add ata hai,4,Positive,Negative,9.1.40.1486
This is awesome add but there is a too much adds,1,Negative,Positive,9.1.40.1486
okok,5,Positive,Negative,
"I really love this program, and i using it from September 2023. there is too many different styles of music and artists. my favourite is Melanie Martinez. but i really don't like new update. there is too many add's, and i hate it. Can you please increase the number of songs between commercials? It's not great to listen to 3-4 songs and then 2 add's...",2,Negative,Positive,
ever since the new update it takes longer than usual to load into the app,5,Positive,Negative,9.1.40.1486
lala nabawasan laman ng gcash ko dahil dito nakakainis,5,Positive,Negative,9.1.40.1486
recommending songs when I'm a premium member is insane stop ruining the app when I pay to listen to my songs not recommended ones thanks I will give higher rating if it's fixed I don't pay for recommendations of songs I pay to listen to my music only not recommended ones,4,Positive,Negative,9.1.40.1486
least expensive so far,4,Positive,Negative,9.1.34.2060
question to Spotify I need uninterrupted music thru the night. For dogs at a kennel. The dog music is nice and relaxing. But won't play thru the night on my Fiio M21.,5,Positive,Negative,9.1.40.1486
very nice,1,Negative,Positive,9.1.40.1486
it would be t stars if it dont play ads after every song,4,Positive,Negative,9.1.40.1486
🙂,1,Negative,Positive,9.1.30.1993
very bad,5,Positive,Negative,9.1.40.1486
premium ha,4,Positive,Negative,9.1.40.1486
spotify fix your shuffle for gods sake,4,Positive,Negative,9.1.36.1948
problem in opening app,5,Positive,Negative,9.1.40.1486
"super duper ganda talaga ng Spotify,maslalo na pag naka premium super gandang gamitin, unlimited yung pakikinig ng music",5,Positive,Negative,
was working all features ok but now the notification bar dash is not coming up bug issue fix,4,Positive,Negative,9.1.40.1486
should have been the best but the ads are too much,1,Negative,Positive,9.1.22.1630
хорошо приложение,5,Positive,Negative,9.1.40.1486
I took a star away because I don't understand ads on podcasts. I'm a premium subscriber so why can't that be ad free? Or at LEAST LOWER THE VOLUME OF THE ADS. Why BLAST ads almost twice as loud as the podcast??? IRRITATING,4,Positive,Negative,9.1.40.1486
Amazing music app! although the ads are my biggest problem,2,Negative,Positive,9.1.34.2060
it doesn't allow you to skip more than three times unless you have the premium package,4,Positive,Negative,9.1.34.2060
so damn greedy like dude why 3 whole ads for like 5 songs 😭😭😭 I suggest putting LESS ads?? yk 5 songs for one ad I think that would make the app better or smth,4,Positive,Negative,9.1.40.1486
it is nice only but there should be no ads because it ruins our vibe in middle,4,Positive,Negative,9.1.40.1486
"It's easy to use, but too many ads. You better use Jio Savaan",2,Negative,Positive,9.1.36.1948
"I've been a premium Spotify user for many years. There are hardly words for my love and appreciation for this service and the improvements they are constantly releasing. The app functions really well, but occassionally (once a month?) I lose sound while the track continues to play. This is an issue I've been troubleshooting across many devices for years.",5,Positive,Negative,9.1.40.1486
Nice music App,1,Negative,Positive,9.1.34.2060
the ad's is the worst thing,4,Positive,Negative,9.1.40.1486
super and ads are too much for free,4,Positive,Negative,9.1.40.1486
So much vbs,5,Positive,Negative,9.1.34.2060
its a great app but im only a kid and here's the thing I wanna pick a song and it says to pay for 1 month for zero dollars and no im not going to be doing that I dont have money.,4,Positive,Negative,9.1.40.1486
Kia hall ha,5,Positive,Negative,9.1.40.1486
you can skip as many times you want it continues playing the music if you are offline,5,Positive,Negative,9.1.40.1486
"worst experience, asking to take subscription after used for without membership, not able to play the songs as a free member without subscriber, we are not listening the songs for free, you guys are playing the ads for us and generating crores of revenue, how could you keep mandatory subscription to listen the songs for all, became completely commercial.",5,Positive,Negative,9.1.0.1147
Very difficult to download this apps,5,Positive,Negative,9.1.34.2060
very bad,5,Positive,Negative,
Just too much adds,4,Positive,Negative,9.1.40.1486
The free option is fantastic and better than the paid option. For the paid option I'd give it a 1 star. Offline? I am BEYOND unsatisfied. Most of the music that I rely heavily on for my Autistic needs cannot be done with this app. That alone is a massive issue for me. I'd rather deal with ads so I can listen to the music that does what I need it to so I can function better. So I cancelled my subscription. It just isn't worth $12 for me. Please fix this. Thank You!,5,Positive,Negative,9.1.40.1486
some songs have no lyrics but Spotify is nice and helpful,2,Negative,Positive,
"Spotify has been fine since I got it a few years ago but this most recent update has caused everything to glitch. I have a premium plan and for some reason whenever I click my queue it shows me pop ups saying I need to ""explore premium."" When I do so, it just gives me a bunch of displays of my benefits but still doesn't solve the problem. I don't use that many features of the app, but I can't imagine what else the update will cause a glitch to. It's ridiculous to pay for an app that doesn't work",4,Positive,Negative,9.1.40.1486
Nunca decepciona,5,Positive,Negative,9.1.40.1486
Most disgusting music app. Fully loaded with premium,4,Positive,Negative,9.1.36.1948
I just love it,1,Negative,Positive,
dirty app,4,Positive,Negative,
now can't queue music and playlists just break when songs are managed to be queued,4,Positive,Negative,9.1.40.1486
it's better to listen songs,5,Positive,Negative,9.1.36.1948
Very bad app,5,Positive,Negative,
Very good,1,Negative,Positive,
expensive buh ok,4,Positive,Negative,9.1.40.1486
bring back the family plan in South Africa,5,Positive,Negative,9.1.40.1486
"me regalaron 3 meses gratis premium, despues 1 estrella",5,Positive,Negative,9.1.40.1486
廣告太長，扣點分,4,Positive,Negative,9.1.40.1486
sadece sade kalsın,5,Positive,Negative,9.1.40.1486
update Spotify playlist,5,Positive,Negative,
just make it ad free,5,Positive,Negative,9.1.34.2060
"ii love listening to music on spotify but without premium, man do the ads get repetitive and really annoying. far more enjoyable with premium",4,Positive,Negative,9.1.40.1486
needs to cut off adds,4,Positive,Negative,
Smart shuffle no longer works for liked songs,4,Positive,Negative,9.1.40.1486
you're on the money!!!!!,5,Positive,Negative,9.1.40.1486
Ads,4,Positive,Negative,9.0.96.826
wouldn't listen on any other app,5,Positive,Negative,9.1.36.1948
very kol app is song phonk,5,Positive,Negative,9.1.40.1486
very 👎,1,Negative,Positive,9.1.40.1486
It's good but what's up with me not being able to choose my own song?,5,Positive,Negative,9.1.40.1482
ok,1,Negative,Positive,9.1.36.1948
cool,1,Negative,Positive,9.1.16.1450
"its fine just money hungry, I would pay for premium but im underage and have no money",4,Positive,Negative,9.1.36.1948
because there's a lot of ads,4,Positive,Negative,9.1.40.1486
The ads are just way too much plus what the hell do u mean I need Spotify premium to choose the song I want? 🥀🫩,5,Positive,Negative,9.1.36.1948
it's a good app but the thing is that it was letting me replay songs and other music without premium and I would very much like it if I was able to replay and choose the order I listen to my songs if you Spotify can do that I promise you it woul make it a thousand times better.,2,Negative,Positive,9.1.40.1486
It's fine to me without premium but at least I can listen in the playlist.,5,Positive,Negative,9.1.34.2060
"it as annoying ads, but is Lowkey good",2,Negative,Positive,9.1.40.1486
it is a good music app but my app has been crashing ever since the new update pls do something about it,4,Positive,Negative,9.1.40.1486
this app is tatty😁,1,Negative,Positive,9.1.40.1486
too many ads at once💔,4,Positive,Negative,9.1.40.1486
"Bagus. Ada sedikit kekurangan dibanding Apple Music, juga ada kelebihannya.",5,Positive,Negative,9.1.36.1948
Too many ads,5,Positive,Negative,9.1.40.1486
positive,2,Negative,Positive,9.1.36.1948
"please I need the messages feature to find a long lost friend, bring the feature to India too, need more pins for playlists too please😭😭",4,Positive,Negative,9.1.36.1948
Wrost app as compared to other apps Need to change lot's of things.,4,Positive,Negative,9.1.40.1486
it plays all the songs I like but I don't like Spotify free if you want to have rights on this app you will have to pay for Spotify premium,4,Positive,Negative,9.1.36.1948
waoo,5,Positive,Negative,9.1.36.1948
ok app,1,Negative,Positive,
"When songs played, without subscription there is too much adds interrupt during songs",5,Positive,Negative,9.1.40.1486
very slow and hanging my Google pixel 9a,4,Positive,Negative,9.1.24.1739
It is good but the premium adds and when they are not letting us play our own is very ragebaiting.,4,Positive,Negative,9.1.36.1948
Better App premium things...,5,Positive,Negative,
"dj just played justin beaver. man, i don't listen to that trash and my library is filled with nothing even close to that and it happens about the 3rd time the dj pops in talking about the next Playlist. then it plays another Playlist that's not even close.",4,Positive,Negative,
honestly it's good only fact it takes you money to hear online,5,Positive,Negative,9.1.36.1948
"Constant popups for premium, can't skip without long ads, can't play albums in order, and they have even stopped you from playing your ""liked"" songs. I mean, how could you stop us from playing our favorite song. So what's the point of this app then? It's better to listen to the radio, at least they'll play the latest songs. The free version is complete trash now. I'm planning to switch. Let's see what we can find.💗",5,Positive,Negative,
👍🏾,1,Negative,Positive,
"when I'm listening and enjoying my ads , music is interpreting. this is so bad that I can't enjoy the ads . music is so irritating me while listening to ads .",4,Positive,Negative,9.1.40.1486
please remove the terrifying horror podcast add. it's horrible to listen at night specially when you are alone.,4,Positive,Negative,9.1.36.1948
How do I even describe it's qualities. It's the best music listening app ever.,1,Negative,Positive,9.1.20.1452
"Hello, I am a platinum member of spotify, using regularly, the lossless quality is awesome. but the DJ feature is not working. for example if the DJ is currently playing English songs and request it to switch to Telugu or any other language songs it doesn't rather it continues with English tracks only and if I ask it to play relaxing or adventure songs, it plays another genre.",1,Negative,Positive,9.1.36.1948
tumne hamare Sath galat kiya hai tum hamen hamari pasand ka gana sunane hi nahin de rahe tum apne aap hi yah gane chal rahe hain aur ham koi bhi gane sunna chahte Hain ek bhi ek gane per click kar rahe hain uske liye are explore premium han batao dikkat kya hai tumhari batao kya ho raha hai yeh kya problem hai yeh?????...,5,Positive,Negative,9.1.40.1486
brilliant app only for ads,4,Positive,Negative,9.1.40.1486
"you don't download because you addict the music, music is haram",5,Positive,Negative,9.1.40.1486
"Just one complaint with the app currently, and that's my main page being invaded by video podcasts about murderers or unsolved crimes. I have to scroll to see my own content and saved playlists etc, and I'd rather not be bombarded with media I don't want to see. I don't mind suggested playlists but a video taking up half my screen when I open the app is starting to get annoying, and no matter how many times I select 'not interested' they keep popping up! Please add a setting to turn off!",4,Positive,Negative,9.1.40.1486
bhot hi aacha,5,Positive,Negative,9.1.34.2060
ok ok very ad,4,Positive,Negative,9.1.36.1948
"This is the best music streaming platform but recently as I have complained before this app keeps bugging with every app update esp in the primary liked music library, I don't know why this keeps happening but its slowly ruining my experience ps- shout to spotify team for reaching out to fix the problem",4,Positive,Negative,9.1.36.1948
Ang lakas nang audio sa AD's sa mantala sa music lower audio,5,Positive,Negative,9.1.40.1486
i will buy soon premium on Spotify to download offline music,5,Positive,Negative,9.1.40.1486
😭😭,1,Negative,Positive,
fine,2,Negative,Positive,
What's not to love about free podcasts?,5,Positive,Negative,9.1.36.1948
啊就沒集數是要聽屁笑死,1,Negative,Positive,
to much adddddds,5,Positive,Negative,
containers are getting confusing,4,Positive,Negative,9.1.36.1948
too much adds !,5,Positive,Negative,9.1.34.2060
them ads be annoying and yea the app's lwk fye,4,Positive,Negative,
ads😑,1,Negative,Positive,9.1.34.2060
Long and repeated ads is boring aspect of this app.,4,Positive,Negative,9.1.36.1948
Appy sanam,4,Positive,Negative,9.1.34.2060
too many ads,4,Positive,Negative,9.1.36.1948
Because it doesn't show new songs,4,Positive,Negative,9.1.36.1948
only broke 1 phone listening to stpotify,5,Positive,Negative,9.1.36.1948
"increased ads, you basically need premium",4,Positive,Negative,
awesome,2,Negative,Positive,
giving free premium for 3months for 1.07$,5,Positive,Negative,9.1.36.1948
because it has limeted time period for listen your favourite music and also a barrier of skiping the music,1,Negative,Positive,9.1.36.1948
"they ran ads for ice, lost a ton of customers, now it's 1 or 2 songs and then 4 ads. lost revenue now they plague you ads. gave it a high rating so you'll read this. absolutely garbage app.",4,Positive,Negative,9.0.26.632
"doing this for attention. THIS APP REALLY NEEDS A ""HEY DJ"" FEATURE PLEAAAASSSSEEEE: overall pretty good, maybe also make the volume consistent for every song it's so annoying to adjust the volume all the time",1,Negative,Positive,9.1.36.1948
Get it together please,1,Negative,Positive,
"Suggested Songs? Really? If I wanted to find other songs I'll let it happen on accident, not by playing random songs in the middle of my Playlist. I don't need the suggestions, more confusing and frustrating than helpful.",4,Positive,Negative,9.1.34.2060
this has end less mucic and even a see music video choic!,5,Positive,Negative,9.1.36.1948
I love the app but there's just too much ads. At first it was one ad after 6 or 6 songs and I could skip as often as I could. Now I hear two ads after 2 or 3 songs and my skipping privileges are gone and I have 6 skips per day. I cannot enjoy music anymore because of this. 😒,4,Positive,Negative,9.1.36.1948
Not letting me play my music after I played a message consistently keeps popping up and won't let me choose songs,5,Positive,Negative,9.1.36.1948
"they won't let me replay a song, or go back to a song",4,Positive,Negative,9.1.36.1948
bring back the Heart shaped likes NOW,4,Positive,Negative,
"very god app, after 5 song i close app and skip ad, very much money lossing these One !",5,Positive,Negative,9.1.36.1948
Why does it take long before we get lyrics on news songs? please do something about it..,4,Positive,Negative,9.1.36.1948
the ads sucks but daamn,5,Positive,Negative,8.8.62.491
حلو اويييي بس لازم حد كبير ال يسجلهالك و كمان ب نت,5,Positive,Negative,9.1.36.1948
